user,timestamp,commentText,vegan_y/n,likes,hasReplies,replies.commentText
Mr. Clean,1554222919871,Capitalism lol,0,0,FALSE,
Dream,1554222919873,"Just me or all the vegans look like a crazy people 
Not saying they are 
They just look like they are....",0,1,FALSE,
ti messi,1554222919875,I agree with the man in the red t-shirt,0,0,FALSE,
Neha,1554222919877,Dont they know what a balanced diet is,0,0,FALSE,
Syakirin57,1554222919879,Just from the appearance I know who's the vegan 😂,0,0,FALSE,
fish penis,1554222919881,nobody has every pissed me off as much as that girl,0,0,FALSE,
Maddie Wilson,1554222919883,They need an agriculture representative such as a beef farmer...,0,0,FALSE,
Diya,1554222919886,"Technically if you think then even vegan are taking life
We all consider that even plants have life. So if your a vegan or a vegetarian then you are taking a life and eating it. That’s called food chain. I don’t know why that girl thinks that people who eat meat are the ones who put ‘scraps’, and other stuff like that. Also just because she is a vegan that dose not mean that she can disrespect the other food.",0,0,FALSE,
Scott Meyer,1554222920454,"Vegans talking about factory farming but have never been involved in the feeding,harvesting,housing,selling process of any of it. Sorry one sided documentary’s don’t count as knowledge.",0,0,FALSE,
Tip Aly,1554222920456,They talk about factory farming like it only effects the animal industry....but we raise way more grains and veg.,0,0,FALSE,
The Cook,1554222920459,“tHe iSsUe Is cApItAlIsAm”,0,0,FALSE,
Feels Bad Man,1554222920461,vegans are pussies change my mind,0,0,FALSE,
Donald Trump Jr. X,1554222920462,ThE iSsUe Is CaPaTiLiSm.,0,0,FALSE,
Pale Blank,1554222920464,Please does somebody knows if the bandana guy Louis has any social media? I really agreed with a bunch of what he said.,1,0,FALSE,
Vick,1554222920466,Damn. that lady was a Walking stereotype.,0,0,FALSE,
Yusdi Idk,1554222920468,Earthling Ed in this video would have made all the difference,1,0,FALSE,
Dhanush Selvaraj,1554222920470,Why do people care about the blonde girl so much when that bandanna dude said he'd let kid be eaten by a mountain lion hahaha,0,0,FALSE,
nick baxter,1554222920472,The vegans do make valid points on a social level,0,0,FALSE,
Ghoretty Alx,1554222920473,"im Vegan, but now i see why most people think vegans are annoying, it's all about respect animals",1,0,FALSE,
Anthony,1554222920475,lol show this video to your kids if they say they wanna be a vegan. Tell them you’ll turn out like that chick,0,0,FALSE,
Jared Hummel,1554222920478,watching later in life gives me the proper knowledge on certain topics they are talking about. the story where the guy was hiking and killed a mountain lion to save himself is very similar to the idea they were talking about and the vegans need to be more aware that those situations may not happen often but they do happen and when it comes to life or death i feel most people would try to stay alive.,0,0,FALSE,
Parody,1554222920481,Vegans should get death penalty oh hey good idea bro yeah bro thanks okay cool,0,0,FALSE,
Maplewolf,1554222920484,"Hell yeah, I’d save the life of an “animal” that I’ve known over a human stranger. If  I had to choose between the life of my ferret and 
 the life of a strangers infant,  you better believe I’d  watch that infant die. We are all equal and anyone who says otherwise is absolutely wrong.",0,0,FALSE,
Haley Donovan,1554222920487,"As a vegetarian, the colored vegan wasnt so bad, but the other two i stg. They picked some of the most retarted vegans they could find",1,0,FALSE,
Maryan H,1554222920490,I’m not vegetarian but I will be Vegan 🌱,1,0,FALSE,
Roses are Red,1554222920493,"In Japan, the demographic of obesity is low due to how cheap eating healthy is over fast food like McDonald's.

In America, more people are obese because of how cheap fast food is.

Numbers don't lie.",1,0,FALSE,
David Brent,1554222920495,I bet she still takes cock. Saying that she looks like a dike.,0,0,FALSE,
Naomi,1554222920497,"ik everyone is already commenting this but, gir in braids SHT THA FAK UPP",0,0,FALSE,
Gerina Hammock,1554222921199,I could literally tell which ones were the vegans before it had even started.,0,0,FALSE,
Me,1554222921201,This woman needs to chill. Seriously. She‘s like: „I‘M RUNNING TO YOU AND MAKE YOU STRAIGHT VEGAN WAIT“,0,0,FALSE,
Jose Rosa Collazo,1554222921203,Human need protein,0,0,FALSE,
moo mummy,1554222921205,And this is y people dont like vegans,0,0,FALSE,
alvin miser,1554222921207,One off the people act like they had and stroke and are brain dead just like at the way they move it's not normal and guess who it is,0,0,FALSE,
Luiza Lima,1554222921209,The vegan girl is annoying,0,0,FALSE,
May the Fork Be with you,1554222921211,"Why did some of those people get so triggered? It’s just what you eat, just chill",0,0,FALSE,
Core Guitar,1554222921214,"Us, meat eaters, when we see a nice steak, our mouths water.
The question is, when a vegan sees a field full of weeds, do their mouths water too?",0,0,FALSE,
trinity b,1554222921216,"Why should I love my neighbor rather than eat my neighbor?

GOOD POINT SIR EXCUSE ME I HAVE SOME UNRELATED BUSINESS TO TAKE CARE OF

Also can we do this again but with someone who isn't on drugs. Seriously the girls with the braids seemed like she was high and she just puts vegans in a bad light from the get go",0,5,FALSE,
Nicollette M,1554222921218,tbh i knew who would be vegan and who was a meat-eater before the video even started lolll,0,0,FALSE,
ChyChyPlays,1554222921220,Just have a balanced diet end of story,0,0,FALSE,
Lamp,1554222921221,Oh my god. Tell the toxic vegans that thinking for yourself is ok.,0,0,FALSE,
Sasse Bisken,1554222921224,"Why can't we just let people live? If i don't like cookies i'm not gonna judge another person beacause he og she eats them.

It's ok to have an opinion but you shouldn't judge other people because they have a different one🤨

I would understand if it was something like kicking out immigrants or something but it's not killing you that another person eats meat JUST SAYING🤷🏾‍♀️ sorry for my spelling (english is not my first language)",0,0,FALSE,
Heather Brown,1554222921226,A lot of Your vegan options were harvested by child and adult  laborers borderline slaves....vegan isnt cruelty free.,0,0,FALSE,
evidence smith,1554222921229,The vegan lady is annoying me!,0,0,FALSE,
evidence smith,1554222921231,Humans are animals???? We are not animals.,0,1,FALSE,
Azza Lewis,1554222921232,communism> capitalism :),0,0,FALSE,
bepis boy,1554222921234,"""Why does it always have to be an extreme life or death situation!?""

Because not everyone lives in an urban studio apartment with no dangerous animals around",0,0,FALSE,
Kyle Duong,1554222921236,"Compare the build of the meat ears and the vegans lol that's the reason I ain't a vegan, for the gains",0,0,FALSE,
Go Away,1554222921239,Only in america,0,0,FALSE,
Go Away,1554222921885,Why do all vegans look like a weirdo,0,0,FALSE,
Natalie Barwick,1554222921887,"""my mom was eating buckets of icecream before she passed away."" 
Girl your mom's crazy normal people dont eat buckets of icecream like WHAT.",0,0,FALSE,
Sky Liu,1554222921888,that guy prolly got sick eating junk food,0,0,FALSE,
jerica s,1554222921890,I want steak now,0,0,FALSE,
sierra D,1554222921892,"Awe. I love this. ""I wanna eat cleaner chicken though"" low-key funny",0,10,FALSE,
Mahri Charyyeva,1554222921893,She needs some meat for her brain to work properly hehe,0,0,FALSE,
Mahri Charyyeva,1554222921895,I feel like im dying when i dont eat meat😑,0,0,FALSE,
Donald Trump,1554222921897,Veganism is the epitome of stupidity.,0,1,TRUE,
Mikki That Vegan,1554222921899,They should do a kid version of “vegans vs. meat eaters”,0,26,TRUE,
Guillermo Rosario,1554222921901,"i think the video is fine, why do you dislike her? wink",0,0,FALSE,
hayyes,1554222921903,the animals die for us to have a nice meal and it’s delicious,0,1,FALSE,
𝑫𝒆𝑴𝒐𝑵𝒊𝒄,1554222921905,cheese eater,0,0,FALSE,
Hooney2me,1554222921907,"humans are animals but bro we have a so called intelligence and a consciouns, animals too but its a lot less than our species",0,0,TRUE,
Jessica Bentley,1554222921909,The guy with the braids is the kind of vegan I respect.,0,2,FALSE,
joel searby,1554222921911,7:10 tHe IsSuE iS cApItAlISm. yeah okay,0,0,FALSE,
joel searby,1554222921913,that woman was everything i hate in a person. and that hippie bloke was fuckin crazy.,0,0,FALSE,
Mcgiver 13,1554222921914,These vegans have convinced me to eat some sort of meat product every day for the rest of my life,0,0,TRUE,
Katrin Löschnig,1554222921917,in most middle ground videos there are mostly people that show HUGE respect for each other. I think this was the first video i have seen where this was not the case.,0,0,FALSE,
Donald Pump,1554222921919,You can tell which ones the vegans are,0,0,FALSE,
Mihir,1554222921921,Hippies vs Regular,0,1,FALSE,
KYR SHN,1554222923021,"Hey guys, remember: It gets very scary when ignorant people gains implicit faith on their beliefs. Respect others and don’t look down on / attack people just because they follow different views(dietary habits). Peace out ✌🏼",0,0,FALSE,
Amanda Murray,1554222923023,I can barely watch this. That girl is so annoying... :@,0,0,FALSE,
Pete Stevenson,1554222923025,1:05 polar bears eat humans,0,0,FALSE,
Dreamer Er,1554222923026,"Lmfaoooo oh so u VEGAN vegan, need to chill....",0,0,FALSE,
JAYKIK AK,1554222923028,blessing awodibu breaks through the wall eating steak yelling PROTEEEEEEEEIIIIIIIIIN,0,1,FALSE,
Paulina Barajas,1554222923030,must be nice to have the choice to even spend that one dollar. A dollar is a dollar. It cost more to be healthy.,0,0,TRUE,
TheMiniFilmTheorist ???,1554222923032,6:52 OMG ME WHEN SOMEONE SPILLS THE TEA 😂😂👌,0,1,TRUE,
Anna Hendo,1554222923034,I eat mostly vegan and I’m all for veganism but jesus christ they picked the most extremist obnoxious vegans for this. I think this is a great concept for a video but neither side contributed to a good discussion,1,1,FALSE,
randomtopictuber 2,1554222923036,Aren’t plants living things?,0,0,FALSE,
flemaster12,1554222923038,So should lions go vegan? Or..,0,0,TRUE,
Beerman,1554222923040,I'm putting tasty ass bacon in my stomach,0,0,FALSE,
Aubry Yanes,1554222923042,I have the same name as her - I don’t know weather to be disappointed or disappointed,0,0,FALSE,
michaela 13,1554222923044,"sorry but the food chain isn’t a social construct, do you see zebras eating lions or plants earning deer???",0,0,FALSE,
Teagan St. John,1554222923045,"I’m a vegetarian (17 years), trying to become vegan. This girl.. oh my god. Horrible! The stereotypical vegan that people are scared of, and she has NO manners. They should’ve gotten normal vegans for this, not her.",1,1,TRUE,
Kihan Katami,1554222923048,"The vegans dressed and looked like exactly what I pictured vegans, they're living the stereotypes.",0,0,FALSE,
BweenieBunny,1554222923049,"The girl with braids has one of the most obnoxious, disrespectful, and egotistical. She just ruined the entire discussion",0,1,FALSE,
Canadian Viewer,1554222923051,"The mountain lion wouldn’t care about killing you though lol

Edit: It is 100% more expensive to eat healthy while having the food taste good.",0,0,FALSE,
Canadian Viewer,1554222923053,2:10 I loved my chicken burger earlier,0,0,FALSE,
Jack O'Connor,1554222923054,The vegans look like crack heads,0,0,FALSE,
TW3,1554222923056,Yo said eat the dog in front of the Asian,0,0,FALSE,
Amy Sternheim,1554222924181,How about the small mammals killed when vegetables are harvested? Bees are used to pollinate vegetable plants.,0,0,FALSE,
Jichael Mackson,1554222924182,dat bandana boi is spicy lol,0,0,FALSE,
Gabriel Torres,1554222924184,The issue is capitalism? See you in Venezuela! 👋,0,0,FALSE,
Amelie Howard,1554222924186,she looks like a vegan,0,0,FALSE,
Ilovecats 88,1554222924187,Pause at 7:12,0,1,FALSE,
o hey,1554222924189,The guy in the glasses and the girl in the braids are really pissing me off ngl,0,0,FALSE,
wasgeht dichdasan,1554222924191,"That vegan guy is right with that mountain lion, you have to be aware of that risk. But that changed nothing in the long term,  we're made to ear all..",0,0,FALSE,
Lillian S.,1554222924192,"Brooooo I want to be vegan, but I really don’t want to be conceived as the girl with the braids, because she’s wack.",1,2,FALSE,
Dianne Forbes,1554222924194,Food on a whole is the top of food chain..with out it you die..no matter what you do or don't eat,0,0,FALSE,
bonno kgoboge,1554222924195,"In an African country, it’s definetly more costly to be vegan or even vegetarian. I have more access to meat than I do to vegetables and fruits.",0,0,FALSE,
Kunal Chatterjee,1554222924207,Aubrey is the reason I can't call myself a vegan in public,1,0,FALSE,
May Jarsh,1554222924209,"The right diet is the combination of meat and vegetables, not one or the other.",0,0,FALSE,
Aoife Temple,1554222924211,Surely you would save a human over an animal. Like that's humanity SURELY when a person dies it is far more devastating like they have families come on,0,0,FALSE,
Marvel-ous Nintenerd Queen,1554222924212,How about Vegeterians vs. Vegans,1,1,FALSE,
lanna fairy,1554222924214,"Jeez that girl needs to take a serious chill pill, vegan or not she's out of order.",0,0,FALSE,
Cloud Prime,1554222924216,"She's a feminist, sjw & vegan. Ugh. Disgusting.",0,0,FALSE,
thanos coumpanis,1554222924218,vegans are comunists now,0,0,FALSE,
jessie x,1554222924219,"I’m vegan (health reasons) however It’s not my choice to tell you what to eat, if I have to I’ll sit in McDonald’s with a salad and eat with my friends because I’m not a vegan I want people to help",1,0,TRUE,
Cattle Decapitation,1554222924222,It was too easy to spot the vegans before they even stood on their side of the room😂,0,1,TRUE,
knight seer,1554222924224,Vegans really don't look as healthy as they think they are,0,0,FALSE,
kumizora,1554222925036,"the funny thing is, the meat eaters seem so chill and that vegan girl still always comes in super aggressive",0,0,FALSE,
Phillip Chua,1554222925038,obnoxious vegan lady angers me.,0,0,FALSE,
Gato salado :V,1554222925040,I watch this while I was eating a burger :P,0,0,FALSE,
Parra2006 Joshua Garratt,1554222925043,"Who is worse
Vegans or feminists",0,1,TRUE,
PrettyHuman exe,1554222925046,What am I putting in my stomach? Some good ass cooked steak.,0,0,FALSE,
R Ish,1551544525048,"5:05 this Vegan tho, well played.",1,1,FALSE,
Hellsing7747,1551544525050,That girl needs to chill out.,0,0,FALSE,
doughnut evolution,1551544525052,Why do the vegans look sort of retarded?,0,0,FALSE,
Cupcake Pooper,1551544525054,Jesus I wanna shut her up. And bandana man? Imma smack tf outta u,0,0,FALSE,
Cupcake Pooper,1551544525056,"What am I putting into my body?
Some good ass chicken strips, mm yess mama",0,3,FALSE,
anniefairall,1551544525058,That girl is 10000% a Leo,0,0,FALSE,
barr,1551544525060,I knew who the vegans were before they separated lmao typical vegans,0,0,FALSE,
barr,1551544525062,I don't think the vegan female knows the difference between eating healthy and being a vegan,0,0,FALSE,
Disappointed spøøky,1551544525064,The girl with the beanie and blonde hair is very patronising,0,0,FALSE,
Pharah,1551544525066,The communist vegan girl has a really Punchable face,0,0,FALSE,
Dusty Johnson,1551544525068,3:39 Aubrey lol,0,2,FALSE,
Tara Chrisp,1551544525070,"That girl is so annoying, like I can’t stand it like chill",0,0,FALSE,
"Can i get 1,000 subs with no videos?",1551544525072,Vegans are soft af,0,0,FALSE,
Tomas Vasquez Lozano,1551544525074,I love this episode and the people in it,0,0,FALSE,
ΞΞΞ ΘΘΘ,1551544525087,The reason why there are not so many stores with healthy food in the hood is becouse them nibbas want some fried chicken when they have the munchies,0,1,FALSE,
Super64,1551544525995,These vegans single handedly prevented so many people from even considering being vegan.,0,0,FALSE,
Charlotte Pettipher,1551544525998,the girl with the braids is precisely why people get pissed off at vegans,0,0,FALSE,
Tristan Benouari,1551544526003,It is so hard to guess who is vegan and who is not in this video lmao,0,0,FALSE,
James Mathers,1551544526005,"Mind your own business and let people do what they want as long as it's legal. Killing animals is not murder, it's not illegal unless they are endangered species. Selling animals is not human trafficking. I don't classify chicken,pig and cow as animals,I classify them as food. Like they have had their DNA tampered to produce more meat. They are born to be eaten .",0,0,FALSE,
Eliseo Martinez,1551544526006,The vegan girl is the worst person ever she’s over here thinking she’s stating facts and saying communism is great because of distribution. Everyone thinks socialism is great until they are getting their money taken away and getting distributed to people doing less work then them,0,0,FALSE,
Nero,1551544526008,The woman is so cringy,0,0,FALSE,
Sarah Ward,1551544526010,I wanna go vegan when i go to college but that girl and save the mountain lions guy are making me think twice,1,0,FALSE,
ShortBumBum,1551544526011,The girl is not at all answering the questions that are being asked,0,44,FALSE,
myblue skeyes,1551544526013,I'm vegan and previously vegetarian and it's low-key embarrassing when there are annoying vegans preaching to everyone and just putting a stereotype on us,1,0,FALSE,
Christina Hirn,1551544526015,Am I the only one who thought of flies when the question about killing animals came up?,0,0,FALSE,
TerrariaMLGplayer,1551544526016,The only vegans I like are who don't like the taste of meat and nothing else smh.,0,0,FALSE,
Randimised Wilson,1551544526018,I didnt nees the pools of light i could already tell who was vegan,0,0,FALSE,
Natalia Water-Fairy,1551544526020,Meat eaters have never seen a slaughter house,0,3,TRUE,
LilNotorEus,1551544526023,Why do all vegans look like weirdos I was vegan for a bit but at least I look normal!!😂🤣🤣,1,5,TRUE,
Ela Rabie,1551544526025,"I am not vegan but I have such huge respect for them and their determination, but that girl needs to calm tf down. She was so disrespectful and people like her are the reason why people call vegans insane smh.",0,0,TRUE,
Ghabrielle Slater,1551544526027,"For the past week I've tried being a vegetarian. So far i like it and i have my own rules to it like I'm okay with honey and a few other things but that vegan girl scared me. Like yes, i may think that what I'm doing is better because I'm not killing animals but that doesn't make me a better person because I could still be a shitty person but a shitty person who doesn't eat anything from animals... all my life I've been told vegans and vegetarians are a joke but I'd like to live that lifestyle because less animals getting killed is a good thing to me. But eating meat is still a valid option because what you eat or don't eat doesn't define who you are.",1,1,FALSE,
Percival Menacho Segovia,1551544526029,braid girl is completely out of it,0,1,TRUE,
JAYKIK AK,1551544526031,Humans are not animals dumbfuck,0,1,FALSE,
Santiagø Møriarty,1551544526033,The vegans arrived offended,0,0,FALSE,
Santiagø Møriarty,1551544526035,The vegans look vegans lol,0,0,FALSE,
Jango,1551544527008,"If our ancestors our ate meat, it's ok for me",0,6,TRUE,
Liv,1551544527011,Canadians VS Americans,0,0,FALSE,
I love My Car,1551544527013,I honestly can’t stand vegans that shove their ideals down your throat,0,1,TRUE,
Delaney Magruder,1551544527015,dude i’ve been vegetarian for 4 years and this made me hate vegans lmao,1,0,TRUE,
Analogy S,1551544527017,Humans are made to eat meat,0,0,TRUE,
Ariadna Gaytan,1551544527020,The girl is annoying too,0,0,FALSE,
Ariadna Gaytan,1551544527021,For this video middle ground would be someone who eats a BALANCED omnivore diet,0,0,FALSE,
Hakuraita,1551544527023,"A burger is to die for. Exchanging that for a bag of lentils makes you want to not live anymore. 

Also, lol at the ""Capitalism is the problem"" comment.",0,0,FALSE,
Hakuraita,1551544527025,"An animal I know and love threatens another human being I have no relation to.

I take my animal's side. Because my animal is worth more to me.",0,0,FALSE,
Hakuraita,1551544527026,Everytime a vegan speaks? An angel eats a steak.,0,0,FALSE,
trinity _wood,1551544527028,ok i was thinking about being vegetarian but they’re annoying so no thanks,0,0,TRUE,
Žarko The Wolf,1551544527030,Between the vegans only the black dude is a normal guy!!! xD xD These other two are definitely nuts! xD,0,0,FALSE,
This is Me,1551544527032,i’ve always wanted to go vegan,1,1,TRUE,
sam knapper,1551544527034,and these people are the reason vegans have a bad name.,0,112,FALSE,
deniece,1551544527036,the vegans won that one,0,0,FALSE,
Leery ‘,1551544527038,Just will say I hate all extra vegans like the girl I have no Problem with most but if you have to be extra with it F off,0,0,FALSE,
Jamie Donaghue,1551544527039,"To me, veganism is great if you want to lose weight without going to the gym. As far as meat eaters. Rinse and repeat.",0,3,FALSE,
Briddy Hll,1551544527041,that girl.  I could not drink that much. she is not even a bagger yuk.,0,0,FALSE,
Briddy Hll,1551544527043,why do you vegans and vegetarians say you love animals but you are pigging out on the animal's food. put that lettuce back a rabbit will have that,0,0,FALSE,
Aerin Hills,1551544527054,Aubrey's entire posture is just disgusting she seems so angry on the inside,0,0,FALSE,
Rachel Green,1551544528174,"“I’m running in I have so much to say!”
Um no plz no",0,2,FALSE,
Summer and Fairies,1551544528176,"Umpopular opinion: I like the girl, a lot :)",0,0,FALSE,
Jamess,1551544528178,Those two vegans with the hats are two of the most punchable people I’ve ever seen,0,0,FALSE,
Sobii.,1551544528180,It took her all of 7 seconds into the first question to proclaim that shes a vegan,0,0,FALSE,
Abhilash Goud,1551544528181,7:23 if cringe was a vegan she’d be that and only vegans would eat that meat,0,0,FALSE,
Collin S,1551544528183,tf do they understand capitalism?,0,1,FALSE,
Aicha Diallo,1551544528185,why do the vegans look like hippies,0,0,FALSE,
Jurgen Brown,1551544528186,Ban meat because muh capitalism 😂😂,0,0,FALSE,
Kennedy Dukes,1551544528188,Why does every vegan that’s a woman always have bangs that are too short?,0,0,FALSE,
Martin Todorov,1551544528190,7:24 the black guy just thinking of punching the vegan,0,0,FALSE,
baddie b,1551544528191,that chinese meat eater with glasses and the vegan girl were so annoying,0,0,FALSE,
Dot,1551544528193,"I saw the girl and my first thought was “oh no she has terf bangs she’s gonna yell about the animals”

Also I have a friend who is vegan and is by choice she never tells anyone to become vegan or forces her beliefs in others, she’s not obnoxious about it. She sometimes even apologizes when we go out places that are vegan friendly rather than a regular burger joint because she know that most of us eat meat. 

Some vegans need to actually get a personally that’s not their eating choices.",0,0,FALSE,
Jack Morrison,1551544528195,"Meat eaters are fine with vegans however, vegans will ridicule and force their own opinions on a meat eater.

Plz gtfo of here",0,0,FALSE,
kefkapalazzo1,1551544528197,Braids guy is retarded,0,0,FALSE,
kefkapalazzo1,1551544528199,So... vegans versus the average person?,0,0,FALSE,
mebug,1551544528201,"why does every vegan looks like a mentally ill person? it's not a fashion trend, you look stressing",0,0,FALSE,
M.F Wu,1551544528203,"Carcass... Okay but its nutritious, healthy.. I get there's a substitute for most of the nutritious sources but like.. it is carcass but don't look at it as one wtf",0,0,FALSE,
manuel meza,1551544528205,A vegan once told me that Jesus Christ was an Immoral man cause he ate fish.,0,0,FALSE,
LunyLucky,1551544528206,"My thoughts at the start of the video: ""I wonder which ones are the vegans🤔🤔🤔 I mean how can you tell?  it's not like it's painfully obviously look like hippies or anything"" (no offense to hippies)",0,0,FALSE,
Mattlirious The Slayer,1551544528208,Cough veganism kills animals anyway cough,0,0,FALSE,
wafflehacks67,1551544529042,Here we go again with “capitalism is the problem”. I wouldn't be surprised if their phone runs out of battery and they blame it on capitalism. They really like to put the fault on capitalism with everything.,0,0,FALSE,
Olivia Simons,1551544529044,"When that girl ran in to say that it doesn't cost more to be vegan, she was implying that the healthy diet they were all referring to is specifically vegan. The question was about being healthy, not being vegan. I can buy a large thing of fries from McDonald's for cheap and thats perfectly vegan, but it would cost me way more to buy healthy organic vegetables to have instead.",0,0,FALSE,
Mike Norez,1551544529046,February 2019???,0,1,TRUE,
NFC memes,1551544529048,How is the food chain a construct??? It’s how the ecosystem works. A fish won’t eat a bear but a bear will eat a fish it’s how it works.,0,0,FALSE,
Hellen Rabelo,1551544529050,This discussion gave me a headache,0,0,FALSE,
Caleb Brink,1551544529052,7:20 so you're a communist.  YOU'RE OPINION DOESN'T MATTER NOW,0,0,FALSE,
Chris RJ,1551544529054,"Guess I should've checked the channel more before I requested... 
And of course, there's fighting in the comments about this same topic.  Nice to know that nobody ever learns anything and will instantly go back to their comfort source.",0,0,FALSE,
Glen Garcia,1551544529056,Being a meat eater doesnt equate to unhealthiness... poor management of your diet is unhealthy...,0,876,TRUE,
Megan Hoffman,1551544529058,"I'm vegan (have been for 3 years) and even I think they're a little extreme. The people portrayed in this video are not accurate of someone who is vegan, not all of us are fanatical and overbearing I promise!",1,0,FALSE,
Yass queen,1551544529060,"Did that guy just say the food chain was a construct 

I-",0,0,FALSE,
teapotspooks,1551544529061,"The woman with the braids was incredibly disrespectful, even to those on her side.",0,0,FALSE,
Emma Troast,1551544529073,"Girl: “The issue is capitalism”

Me: Alright I’m out.",0,0,FALSE,
Sophia Regier,1551544529075,"“so do you value a fish the same as a human?”
“yes.”
bish wut",0,1811,TRUE,
Delorian Love,1551544529077,"Question : does it costs more than it should to eat healthy

Girl with braids * runs🏃🏻‍♀️to the chair* : It does NOT COST more Money TO be VEGAN 

But where the heck did she hear the word vegan !?!?",0,1031,TRUE,
MillenniumTinnyRod,1551544529079,"“Be present with your meal and take time to chew and pray and think about it”
Me, shoveling a Big Mac in my mouth hole: yea that’s real fuckin neato",0,0,FALSE,
hanna hammouda,1551544529081,4:04  oH GOD,0,0,FALSE,
AyyeItsLyd,1551544529083,"I’ve been vegan for a while, but that girl makes me want to grab a burger and a milkshake so bad.",1,3,FALSE,
Andrew Phelan,1551544529084,Bro these guys must have been triggered when they heard that dude killed thatt mountain lion to save his life,0,1,FALSE,
Alec G,1551544529086,Why do the vegan look like art majors? I’m asking for a friend,0,0,FALSE,
Alec G,1551544529088,Trump has entered the building,0,0,FALSE,
Beepboop Boopbeep,1551544530782,"Here is capitalism: 

vegan foods are too pricey

You don’t like that 

You start business producing vegan foods at a lower price.

People like that your food is cheaper.

People buy your food instead, forcing other vegan companies to lower their prices.

vegan food is not too pricey",0,0,FALSE,
Perfect-Imperfections,1551544530784,Couldn’t just find some normal vegans? This is why everyone thinks vegans/vegetarians are crazy... smh,0,0,FALSE,
Ariana.vidts :,1551544530785,They represent vegans so wronggggg🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,1,164,TRUE,
Joey Lopata,1551544530788,Vegans are rude because when I was fishing with my cousin and father someone grabbed my cousins first catch and he started crying we caught three fish for each of us and this vegan says we are monsters we are “nazis” of food my father said for her to simply ** off,0,0,FALSE,
Dragon Forest AJ,1551544530789,C A P I T A L I S M,0,0,FALSE,
david saxon,1551544530791,girl with bleached hair has some weird ass mannerisms.,0,0,FALSE,
Mari Pastor,1551544530793,If that girl shows me her neck one more time,0,0,FALSE,
babymoonlight x,1551544530795,"I've been a vegetarian for 9 years and I was never one of those people who makes others feel bad for their dietary choices. I do it for animal rights and just because eating meat grosses me out but that doesn't give me the right to attack someone else's beliefs. People like the obnoxious vegan girl in this video think they're changing the world by not eating animals but truth is, me being a vegetarian isn't going to stop them from being killed. RESPECT OTHER PEOPLE'S DECISIONS, that goes for this, religion, politics, etc etc",1,0,FALSE,
246chewy,1551544530796,Where do they find all these crazy eyed people,0,0,FALSE,
Luca Luke,1551544530798,"This was the worst thing I've watched in ages on youtube.  I eat meat, and I've had very decent conversations with vegans.  This was just a bunch of ultra triggered nutjobs interrupting everything",0,0,FALSE,
246chewy,1551544530800,So this guy would rather have a HUMAN die then an animal. Yeah go tell his grieving family that your best bud the tiger is worth more than their child,0,0,FALSE,
E K,1551544530802,"i dont wanna be the steotype guy, but why do vegans always look like the hippie ones!",0,0,FALSE,
Alexantron,1551544530803,That guy talks about the food chain being a silly construct. Doesn't he know that plants with which he fills his belly up are in the food chain us well? LOL,0,7,FALSE,
Alexantron,1551544530805,"0:00 girl: what are you putting in your body ( ethical stuff and blah blah blah)
Me: proteins",0,1,FALSE,
DaCupcake Draws,1551544530807,That girl is such an attention whore cutting people off and needing to get her point in there and the way she talks and moves... eughhh. So obnoxious. She is the type of person that makes people hate vegans.,0,0,FALSE,
Alexantron,1551544530808,"The girl said that her mother ate buckets of ice cream before dying. Well, that is not meat. And who said meat is unhealthy? Junk food might be, but real, unprocessed meat Cooked in the oven is always necessary. And it is not ethical reasons you vegans, be realistic.",0,1,TRUE,
Brady Gromacki,1551544530811,The sad thing is that you can tell who is who based on appearance alone,0,0,FALSE,
DALLAS DIVINE,1551544530812,Anyone else super uncomfortable with the faces that girl with braids keeps making,0,0,FALSE,
Britt,1551544530814,"I don't like that they chose vegans who fit the huge stereotypes. Like hippy, earthy, annoying. And then for the omnivorous group, they chose relatively normal, average, nice people. Most vegans are normal, average, nice people, and do not fit into the stereotypes shown here. It's unfortunate that the opportunity to break those stereotypes was not seized.",0,0,FALSE,
cameron shaw,1551544530816,That girl induced a rage I never knew I had,0,0,FALSE,
Kiwi Kiwi,1551544531685,From the thumbnail it was pretty obvious who the vegan was.,0,0,FALSE,
Elion Kilos,1551544531687,"These vegans are making me hungry, I’m bout to go eat a big ass T-Bone Steak",0,0,FALSE,
WDW IMAGINES,1551544531689,9:00 Lmfao meee😂😂,0,0,FALSE,
That Syrian Guy,1551544531690,You didn't have to label which is vegan and which isn't,0,152,TRUE,
Ross Smith,1551544531693,Mmm bacon.,0,0,FALSE,
Robin tell,1551544531695,They don’t look very vegan at all....,0,0,FALSE,
Brooke Detillier,1551544531696,Why couldn’t y’all have gotten some little less dramatic vegans/vegetarians ? I feel like y’all chose the most wound up people that weren’t capable of having open conversation.,0,0,FALSE,
Lyla Gold,1551544531698,The  vegans are kind of weird.... I like to have a point.,0,0,FALSE,
dsorpqxh,1551544531700,6:54 and who the hell said being vegan was healthier than eating meat? I can eat everything a vegan can plus get essential nutrients from animal products,0,0,FALSE,
Denise Patrascan,1551544531702,"Im vegan myself and that girl had decent arguments, but damn girl calm tf down",1,1,FALSE,
Yusuf Booley,1551544531704,5:40 for all you know that person could find the cure for cancer. Yes human lives are more valuable than animals,0,0,FALSE,
