,user,timestamp,comment,y_label,likes,hasReplies,replies.commentText
1185,Thicc Chungus,1554222917133,Burger anyone??,0.0,0,False,
1186,brittney brandt,1554222917134,We just need to accept that sometimes people would rather fight other people and look down on them than admit that their lifestyle is killing them and other beings. People don't like the truth.,0.0,0,False,
1187,Janay's Newlife,1554222917136,The white guy with the pigtails looks lik jesus,0.0,0,False,
1188,Janay's Newlife,1554222917138,Bruh tht Africa comment was racist tht white guy is lowkey racist,0.0,0,False,
1189,Janay's Newlife,1554222917139,Tht dog comment was racist asf,0.0,0,False,
1190,Yoon Shook,1554222917141,"kind of had to pause the video multiple times throughout the video cos of all the cringing I had towards that vegan girl. jeez relax, not everyone's against you unless you keep making them be",0.0,372,True,
1191,United,1554222917143,"LOOK, HERE IS THE FINAL QUESTION

if animals can eat other animals then why can't us homosapiens",0.0,3,True,
1192,a archie,1554222917146,Capitalism?  Really?  You think the companies that make your almond milk aren't capitalists?,0.0,0,False,
1193,Leonard Simangunsong,1554222917147,What's so hard to put a beef or bacon alongside some broccoli or carrots. Life is about balance,0.0,0,False,
1194,Esteban Aguilar,1554222917149,"I respect vegans and their choices, however, respect isn’t given it’s earned. If they respect my choices, I’ll respect theirs. If they try to enforce their believes upon me and bash me for my choices, all respect is thrown out the window.",0.0,0,False,
1195,AXSTINT,1554222917151,"ah, the female vegan, in its natural bitchy habitat.",0.0,1,False,
1196,Rift,1554222917153,We don’t overgrow for a reason. Read your history book. Lol,0.0,0,False,
1197,Brennan Mattson,1554222917155,Okay but why do these vegans look so stereotypical,0.0,0,True,
1198,Lily Chodos,1554222917157,"I feel like people have forgotten that clean, unprocessed animal products exist! It’s not the animal that’s the problem, it’s the way we cook. 

And as for the cost of healthy food, you don’t have to buy organic to eat healthy, just buy real food. I spend $50 - $70 on groceries a week, I rarely eat out, and I’m a student so I don’t have time to cook, so I meal prep on weekends.

I can almost assure you that if you just stop eating deep fried and processed foods that you will not get a heart attack or type 2 diabetes.

The only reason you would have to cut out animal products is for ethical/political reasons.",0.0,0,False,
1199,Harry Williams,1554222917159,"Funny how vegans looks older than they should, literally looking like corpses and severely mentally deluded. That's what happens when you don't eat meat.",0.0,1,True,
1200,Harry Williams,1554222917984,Veganism is a mental illness.,0.0,1,False,
1201,Jasmine Reyna,1554222917986,When the dude talked about killing the human over the lion when just before that was said he freaked out about the extreme exaggeration of killing a mountain lion in L.A I literally punched myself in the face,0.0,0,False,
1202,Anissa Lisborg,1554222917988,Why does that dark vegan guy look like a sim?,0.0,2,True,
1203,GamerSky,1554222917990,vegans seem more unreasonable than the meateaters,0.0,1,False,
1204,GamerSky,1554222918004,vegans seem more unreasonable than humans,0.0,0,False,
1205,wormy in to your nightmares,1554222918006,What are you eating vegans? Plants that have been infested with bugs and animals and plants that help the ecosystem. They're cleaned JUST LIKE MEAT .,0.0,3,False,
1206,J Dragon,1554222918007,Aubrey teeth FUCKED up,0.0,0,False,
1207,Asma Ben,1554222918009,"she""s very annoying",0.0,1,False,
1208,Talia,1554222918011,"If vegan girl could stop being judgmental through her body language, face and words even for a second, that would be great.",0.0,2,False,
1209,ImpulseArtist,1554222918013,I don’t use or eat animal products and the vegan chick pisses me off to new extents,1.0,0,False,
1210,ThatJiggyPrince,1554222918015,"Plants are biotic, they are living, they are alive just like animals. So eating one is taking its life. God gave covenant to us  humans that we rule over all animals.",0.0,2,False,
1211,The sexier Lee,1554222918017,"People like Aubrey think they are superior to anyone who oppose their beliefs and is essentially what makes us dislike vegans, and ‘Aubreys’ in general",0.0,15,False,
1212,LaurenAnne13,1554222918018,"No offence, but Aubrey was kinda just trying to persuade people to be vegan the whole time. It’s called middle ground, not turn everyone into me",0.0,0,False,
1213,LaurenAnne13,1554222918020,Aubrey is a lil extra with her physical response,0.0,0,False,
1214,Ana G,1554222918022,I use to have the same mindset of the vegans. I dont anymore. I dont know why.,0.0,0,False,
1215,Jessel Mangharam,1554222918024,That lady is a far far far left winger,0.0,1,False,
1216,RockyV,1554222918025,"Plants have been proven to be sentient beings so yeah...what were saying about ""suffering"" again?",0.0,1,False,
1217,MEMES YEAH YEAH YEAH Manga,1554222918027,Now i want a steak,0.0,1,False,
1218,Grace Gonzalez,1554222918029,that girl is soooo annoying omfg,0.0,1,False,
1219,Clara Rupp,1554222918030,just the way she talked got me on edge,0.0,1,False,
1220,SmileyDanny,1554222918898,"That women's whole view on eating healthy being cheaper is so skewed it is not even funny. She is literally the most obnoxious person in this whole video and honestly, she's so closed minded.",0.0,2,False,
1221,Xzidia Xianzus,1554222918899,"Let me guess, that woman is also an extreme femenist.






Trigger",0.0,0,False,
1222,YaLocalWhiteBoi3 OW,1554222918901,I don’t understand why they claim it murder,0.0,1,False,
1223,big nose,1554222918903,1:00 yeah vegans love food because they have to eat all the time and they're always hungry,0.0,0,False,
1224,Carly& Mackenna,1554222918905,Where’s my vegang at?,0.0,0,False,
1225,Laura Lanteri,1554222918907,"I'm so sorry vegans, but meat tastes good",0.0,1,False,
1226,Mr. P. Enis,1554222918909,"Vegan : you're murdering animals

Me : no u",0.0,1,False,
1227,Dr Poopy,1554222918910,I wanna see that bandana man to head back to those mountain trails and see if he's gonna just let the mountain lion mual his intestines out. Arrogant schmuck,0.0,3,True,
1228,The cheesy cheese,1554222918912,"I don’t mind vegans, but when they have to let the world know they are vegan and say they are better than you because of it is when I have a problem",0.0,1,False,
1229,ANA VICTORIA BARBOSA RIVAS,1554222918914,Wtf with the vengan girl?!,0.0,5,False,
1230,Monica Crawford,1554222918916,Lol Aubrey has the most annoying face and mannerisms,0.0,0,False,
1231,Andrxwc,1554222918917,TF she looking up at?,0.0,112,False,
1232,Quim Lagunas,1554222918919,"I dont know why you chose that vegan woman to dabate, she was just talking and talking without listening at all",0.0,1,False,
1233,Quim Lagunas,1554222918923,"4:09 ""Why is always that extreme case where [...]?"" 5:19 ""If for example I raise an animal in the wild [...]""
To debate an extreme case, just as they called, they put an example of an even more unprobable situation... Pretty hypocrit",0.0,0,False,
1234,Kobe Knox,1554222918925,"Im running to my chair... I have so much to say..... 


Girl..... 


Vegan drama... at its finest.... This is the reason why i hate veganism.
Bich.... Ain't nobody got time fo dat",0.0,1,False,
1235,wendy peeters,1554222918927,If you want too eat meat you go right ahead. Just isn't fair too let animals suffer before they die. Yes iam vegan i dont give a damn if you want too eat meat but dont let the animals suffer.,0.0,1,False,
1236,Arya Vart,1554222918929,I had that exact image in my brain when i thought of a vegan,0.0,0,False,
1237,Sushruth Shetty,1554222918930,All meat eaters ...eat all the vegans. Problem solved.,0.0,0,False,
1238,AJ Hargett,1554222918932,Of course the vegan girl thinks capitalism is the problem. she probably also supports an open border.,0.0,0,False,
1239,beatrice omega onezime bathilda saltine,1554222918934,ahh.. now i remember why we don’t take vegans seriously,0.0,0,False,
1240,Lovely Natalia,1554222919846,I love my meat. End of story.,0.0,0,False,
1241,mike james,1554222919848,It's capitalisms fault... sure... How you think companies got the money to develop those technologies like GMOs. Market pressure,0.0,0,False,
1242,Dylan New,1554222919850,I think the only thing I’ve seen that’s funnier than this is a bunch of liberals trying to educate me on agriculture.,0.0,0,False,
1243,natalie Jean,1554222919852,You could tell that the vegans were vegans😂💀,0.0,0,False,
1244,Unicorn Dreams,1554222919854,Buckets and buckets of ice cream.  That's... pretty bad.,0.0,0,False,
1245,Unicorn Dreams,1554222919856,"I could never be a vegan or vegetarian. I love eating meat more than someone should. Just so delicious. Granted, I think it'd be good to limit meat consumption/ sales to certain days. A small part of me feels bad for all the animals we sacrifice. 

I've thought about being a pescatarian.",0.0,0,False,
1246,Stiles Kuchiki,1554222919858,The girl reminds me of shaggy...,0.0,0,False,
1247,Stiles Kuchiki,1554222919860,What is a food chain? Oh the animals gon show you what's a food chain...,0.0,0,False,
1248,DIVERGENCE pakkkyyy,1554222919862,This woman is so cringy.,0.0,0,False,
1249,Curious Grizzly,1554222919865,Being a vegan is unhealthy,0.0,1,False,
1250,Mochi Minggaetteok,1554222919867,Ooooh she’s VEGAN vegan,0.0,0,False,
1251,Quaid Edmison,1554222919869,"If humans are equal to animals, is it bad animals eat other animals to survive just as we eat meat to survive?",0.0,0,False,
1252,Mr. Clean,1554222919871,Capitalism lol,0.0,0,False,
1253,Dream,1554222919873,"Just me or all the vegans look like a crazy people 
Not saying they are 
They just look like they are....",0.0,1,False,
1254,ti messi,1554222919875,I agree with the man in the red t-shirt,0.0,0,False,
1255,Neha,1554222919877,Dont they know what a balanced diet is,0.0,0,False,
1256,Syakirin57,1554222919879,Just from the appearance I know who's the vegan 😂,0.0,0,False,
1257,fish penis,1554222919881,nobody has every pissed me off as much as that girl,0.0,0,False,
1258,Maddie Wilson,1554222919883,They need an agriculture representative such as a beef farmer...,0.0,0,False,
1259,Diya,1554222919886,"Technically if you think then even vegan are taking life
We all consider that even plants have life. So if your a vegan or a vegetarian then you are taking a life and eating it. That’s called food chain. I don’t know why that girl thinks that people who eat meat are the ones who put ‘scraps’, and other stuff like that. Also just because she is a vegan that dose not mean that she can disrespect the other food.",0.0,0,False,
1260,Scott Meyer,1554222920454,"Vegans talking about factory farming but have never been involved in the feeding,harvesting,housing,selling process of any of it. Sorry one sided documentary’s don’t count as knowledge.",0.0,0,False,
1261,Tip Aly,1554222920456,They talk about factory farming like it only effects the animal industry....but we raise way more grains and veg.,0.0,0,False,
1262,The Cook,1554222920459,“tHe iSsUe Is cApItAlIsAm”,0.0,0,False,
1263,Feels Bad Man,1554222920461,vegans are pussies change my mind,0.0,0,False,
1264,Donald Trump Jr. X,1554222920462,ThE iSsUe Is CaPaTiLiSm.,0.0,0,False,
1265,Pale Blank,1554222920464,Please does somebody knows if the bandana guy Louis has any social media? I really agreed with a bunch of what he said.,1.0,0,False,
1266,Vick,1554222920466,Damn. that lady was a Walking stereotype.,0.0,0,False,
1267,Yusdi Idk,1554222920468,Earthling Ed in this video would have made all the difference,1.0,0,False,
1268,Dhanush Selvaraj,1554222920470,Why do people care about the blonde girl so much when that bandanna dude said he'd let kid be eaten by a mountain lion hahaha,0.0,0,False,
1269,nick baxter,1554222920472,The vegans do make valid points on a social level,0.0,0,False,
1270,Ghoretty Alx,1554222920473,"im Vegan, but now i see why most people think vegans are annoying, it's all about respect animals",1.0,0,False,
1271,Anthony,1554222920475,lol show this video to your kids if they say they wanna be a vegan. Tell them you’ll turn out like that chick,0.0,0,False,
1272,Jared Hummel,1554222920478,watching later in life gives me the proper knowledge on certain topics they are talking about. the story where the guy was hiking and killed a mountain lion to save himself is very similar to the idea they were talking about and the vegans need to be more aware that those situations may not happen often but they do happen and when it comes to life or death i feel most people would try to stay alive.,0.0,0,False,
1273,Parody,1554222920481,Vegans should get death penalty oh hey good idea bro yeah bro thanks okay cool,0.0,0,False,
1274,Maplewolf,1554222920484,"Hell yeah, I’d save the life of an “animal” that I’ve known over a human stranger. If  I had to choose between the life of my ferret and 
 the life of a strangers infant,  you better believe I’d  watch that infant die. We are all equal and anyone who says otherwise is absolutely wrong.",0.0,0,False,
1275,Haley Donovan,1554222920487,"As a vegetarian, the colored vegan wasnt so bad, but the other two i stg. They picked some of the most retarted vegans they could find",1.0,0,False,
1276,Maryan H,1554222920490,I’m not vegetarian but I will be Vegan 🌱,1.0,0,False,
1277,Roses are Red,1554222920493,"In Japan, the demographic of obesity is low due to how cheap eating healthy is over fast food like McDonald's.

In America, more people are obese because of how cheap fast food is.

Numbers don't lie.",1.0,0,False,
1278,David Brent,1554222920495,I bet she still takes cock. Saying that she looks like a dike.,0.0,0,False,
1279,Naomi,1554222920497,"ik everyone is already commenting this but, gir in braids SHT THA FAK UPP",0.0,0,False,
1280,Gerina Hammock,1554222921199,I could literally tell which ones were the vegans before it had even started.,0.0,0,False,
1281,Me,1554222921201,This woman needs to chill. Seriously. She‘s like: „I‘M RUNNING TO YOU AND MAKE YOU STRAIGHT VEGAN WAIT“,0.0,0,False,
1282,Jose Rosa Collazo,1554222921203,Human need protein,0.0,0,False,
1283,moo mummy,1554222921205,And this is y people dont like vegans,0.0,0,False,
1284,alvin miser,1554222921207,One off the people act like they had and stroke and are brain dead just like at the way they move it's not normal and guess who it is,0.0,0,False,
1285,Luiza Lima,1554222921209,The vegan girl is annoying,0.0,0,False,
1286,May the Fork Be with you,1554222921211,"Why did some of those people get so triggered? It’s just what you eat, just chill",0.0,0,False,
1287,Core Guitar,1554222921214,"Us, meat eaters, when we see a nice steak, our mouths water.
The question is, when a vegan sees a field full of weeds, do their mouths water too?",0.0,0,False,
1288,trinity b,1554222921216,"Why should I love my neighbor rather than eat my neighbor?

GOOD POINT SIR EXCUSE ME I HAVE SOME UNRELATED BUSINESS TO TAKE CARE OF

Also can we do this again but with someone who isn't on drugs. Seriously the girls with the braids seemed like she was high and she just puts vegans in a bad light from the get go",0.0,5,False,
1289,Nicollette M,1554222921218,tbh i knew who would be vegan and who was a meat-eater before the video even started lolll,0.0,0,False,
1290,ChyChyPlays,1554222921220,Just have a balanced diet end of story,0.0,0,False,
1291,Lamp,1554222921221,Oh my god. Tell the toxic vegans that thinking for yourself is ok.,0.0,0,False,
1292,Sasse Bisken,1554222921224,"Why can't we just let people live? If i don't like cookies i'm not gonna judge another person beacause he og she eats them.

It's ok to have an opinion but you shouldn't judge other people because they have a different one🤨

I would understand if it was something like kicking out immigrants or something but it's not killing you that another person eats meat JUST SAYING🤷🏾‍♀️ sorry for my spelling (english is not my first language)",0.0,0,False,
1293,Heather Brown,1554222921226,A lot of Your vegan options were harvested by child and adult  laborers borderline slaves....vegan isnt cruelty free.,0.0,0,False,
1294,evidence smith,1554222921229,The vegan lady is annoying me!,0.0,0,False,
1295,evidence smith,1554222921231,Humans are animals???? We are not animals.,0.0,1,False,
1296,Azza Lewis,1554222921232,communism> capitalism :),0.0,0,False,
1297,bepis boy,1554222921234,"""Why does it always have to be an extreme life or death situation!?""

Because not everyone lives in an urban studio apartment with no dangerous animals around",0.0,0,False,
1298,Kyle Duong,1554222921236,"Compare the build of the meat ears and the vegans lol that's the reason I ain't a vegan, for the gains",0.0,0,False,
1299,Go Away,1554222921239,Only in america,0.0,0,False,
1300,Go Away,1554222921885,Why do all vegans look like a weirdo,0.0,0,False,
1301,Natalie Barwick,1554222921887,"""my mom was eating buckets of icecream before she passed away."" 
Girl your mom's crazy normal people dont eat buckets of icecream like WHAT.",0.0,0,False,
1302,Sky Liu,1554222921888,that guy prolly got sick eating junk food,0.0,0,False,
1303,jerica s,1554222921890,I want steak now,0.0,0,False,
1304,sierra D,1554222921892,"Awe. I love this. ""I wanna eat cleaner chicken though"" low-key funny",0.0,10,False,
1305,Mahri Charyyeva,1554222921893,She needs some meat for her brain to work properly hehe,0.0,0,False,
1306,Mahri Charyyeva,1554222921895,I feel like im dying when i dont eat meat😑,0.0,0,False,
1307,Donald Trump,1554222921897,Veganism is the epitome of stupidity.,0.0,1,True,
1308,Mikki That Vegan,1554222921899,They should do a kid version of “vegans vs. meat eaters”,0.0,26,True,
1309,Guillermo Rosario,1554222921901,"i think the video is fine, why do you dislike her? wink",0.0,0,False,
1310,hayyes,1554222921903,the animals die for us to have a nice meal and it’s delicious,0.0,1,False,
1311,𝑫𝒆𝑴𝒐𝑵𝒊𝒄,1554222921905,cheese eater,0.0,0,False,
1312,Hooney2me,1554222921907,"humans are animals but bro we have a so called intelligence and a consciouns, animals too but its a lot less than our species",0.0,0,True,
1313,Jessica Bentley,1554222921909,The guy with the braids is the kind of vegan I respect.,0.0,2,False,
1314,joel searby,1554222921911,7:10 tHe IsSuE iS cApItAlISm. yeah okay,0.0,0,False,
1315,joel searby,1554222921913,that woman was everything i hate in a person. and that hippie bloke was fuckin crazy.,0.0,0,False,
1316,Mcgiver 13,1554222921914,These vegans have convinced me to eat some sort of meat product every day for the rest of my life,0.0,0,True,
1317,Katrin Löschnig,1554222921917,in most middle ground videos there are mostly people that show HUGE respect for each other. I think this was the first video i have seen where this was not the case.,0.0,0,False,
1318,Donald Pump,1554222921919,You can tell which ones the vegans are,0.0,0,False,
1319,Mihir,1554222921921,Hippies vs Regular,0.0,1,False,
1320,KYR SHN,1554222923021,"Hey guys, remember: It gets very scary when ignorant people gains implicit faith on their beliefs. Respect others and don’t look down on / attack people just because they follow different views(dietary habits). Peace out ✌🏼",0.0,0,False,
1321,Amanda Murray,1554222923023,I can barely watch this. That girl is so annoying... :@,0.0,0,False,
1322,Pete Stevenson,1554222923025,1:05 polar bears eat humans,0.0,0,False,
1323,Dreamer Er,1554222923026,"Lmfaoooo oh so u VEGAN vegan, need to chill....",0.0,0,False,
1324,JAYKIK AK,1554222923028,blessing awodibu breaks through the wall eating steak yelling PROTEEEEEEEEIIIIIIIIIN,0.0,1,False,
1325,Paulina Barajas,1554222923030,must be nice to have the choice to even spend that one dollar. A dollar is a dollar. It cost more to be healthy.,0.0,0,True,
1326,TheMiniFilmTheorist ???,1554222923032,6:52 OMG ME WHEN SOMEONE SPILLS THE TEA 😂😂👌,0.0,1,True,
1327,Anna Hendo,1554222923034,I eat mostly vegan and I’m all for veganism but jesus christ they picked the most extremist obnoxious vegans for this. I think this is a great concept for a video but neither side contributed to a good discussion,1.0,1,False,
1328,randomtopictuber 2,1554222923036,Aren’t plants living things?,0.0,0,False,
1329,flemaster12,1554222923038,So should lions go vegan? Or..,0.0,0,True,
1330,Beerman,1554222923040,I'm putting tasty ass bacon in my stomach,0.0,0,False,
1331,Aubry Yanes,1554222923042,I have the same name as her - I don’t know weather to be disappointed or disappointed,0.0,0,False,
1332,michaela 13,1554222923044,"sorry but the food chain isn’t a social construct, do you see zebras eating lions or plants earning deer???",0.0,0,False,
1333,Teagan St. John,1554222923045,"I’m a vegetarian (17 years), trying to become vegan. This girl.. oh my god. Horrible! The stereotypical vegan that people are scared of, and she has NO manners. They should’ve gotten normal vegans for this, not her.",1.0,1,True,
1334,Kihan Katami,1554222923048,"The vegans dressed and looked like exactly what I pictured vegans, they're living the stereotypes.",0.0,0,False,
1335,BweenieBunny,1554222923049,"The girl with braids has one of the most obnoxious, disrespectful, and egotistical. She just ruined the entire discussion",0.0,1,False,
1336,Canadian Viewer,1554222923051,"The mountain lion wouldn’t care about killing you though lol

Edit: It is 100% more expensive to eat healthy while having the food taste good.",0.0,0,False,
1337,Canadian Viewer,1554222923053,2:10 I loved my chicken burger earlier,0.0,0,False,
1338,Jack O'Connor,1554222923054,The vegans look like crack heads,0.0,0,False,
1339,TW3,1554222923056,Yo said eat the dog in front of the Asian,0.0,0,False,
1340,Amy Sternheim,1554222924181,How about the small mammals killed when vegetables are harvested? Bees are used to pollinate vegetable plants.,0.0,0,False,
1341,Jichael Mackson,1554222924182,dat bandana boi is spicy lol,0.0,0,False,
1342,Gabriel Torres,1554222924184,The issue is capitalism? See you in Venezuela! 👋,0.0,0,False,
1343,Amelie Howard,1554222924186,she looks like a vegan,0.0,0,False,
1344,Ilovecats 88,1554222924187,Pause at 7:12,0.0,1,False,
1345,o hey,1554222924189,The guy in the glasses and the girl in the braids are really pissing me off ngl,0.0,0,False,
1346,wasgeht dichdasan,1554222924191,"That vegan guy is right with that mountain lion, you have to be aware of that risk. But that changed nothing in the long term,  we're made to ear all..",0.0,0,False,
1347,Lillian S.,1554222924192,"Brooooo I want to be vegan, but I really don’t want to be conceived as the girl with the braids, because she’s wack.",1.0,2,False,
1348,Dianne Forbes,1554222924194,Food on a whole is the top of food chain..with out it you die..no matter what you do or don't eat,0.0,0,False,
1349,bonno kgoboge,1554222924195,"In an African country, it’s definetly more costly to be vegan or even vegetarian. I have more access to meat than I do to vegetables and fruits.",0.0,0,False,
1350,Kunal Chatterjee,1554222924207,Aubrey is the reason I can't call myself a vegan in public,1.0,0,False,
1351,May Jarsh,1554222924209,"The right diet is the combination of meat and vegetables, not one or the other.",0.0,0,False,
1352,Aoife Temple,1554222924211,Surely you would save a human over an animal. Like that's humanity SURELY when a person dies it is far more devastating like they have families come on,0.0,0,False,
1353,Marvel-ous Nintenerd Queen,1554222924212,How about Vegeterians vs. Vegans,1.0,1,False,
1354,lanna fairy,1554222924214,"Jeez that girl needs to take a serious chill pill, vegan or not she's out of order.",0.0,0,False,
1355,Cloud Prime,1554222924216,"She's a feminist, sjw & vegan. Ugh. Disgusting.",0.0,0,False,
1356,thanos coumpanis,1554222924218,vegans are comunists now,0.0,0,False,
1357,jessie x,1554222924219,"I’m vegan (health reasons) however It’s not my choice to tell you what to eat, if I have to I’ll sit in McDonald’s with a salad and eat with my friends because I’m not a vegan I want people to help",1.0,0,True,
1358,Cattle Decapitation,1554222924222,It was too easy to spot the vegans before they even stood on their side of the room😂,0.0,1,True,
1359,knight seer,1554222924224,Vegans really don't look as healthy as they think they are,0.0,0,False,
1360,kumizora,1554222925036,"the funny thing is, the meat eaters seem so chill and that vegan girl still always comes in super aggressive",0.0,0,False,
1361,Phillip Chua,1554222925038,obnoxious vegan lady angers me.,0.0,0,False,
1362,Gato salado :V,1554222925040,I watch this while I was eating a burger :P,0.0,0,False,
1363,Parra2006 Joshua Garratt,1554222925043,"Who is worse
Vegans or feminists",0.0,1,True,
1364,PrettyHuman exe,1554222925046,What am I putting in my stomach? Some good ass cooked steak.,0.0,0,False,
1365,R Ish,1551544525048,"5:05 this Vegan tho, well played.",1.0,1,False,
1366,Hellsing7747,1551544525050,That girl needs to chill out.,0.0,0,False,
1367,doughnut evolution,1551544525052,Why do the vegans look sort of retarded?,0.0,0,False,
1368,Cupcake Pooper,1551544525054,Jesus I wanna shut her up. And bandana man? Imma smack tf outta u,0.0,0,False,
1369,Cupcake Pooper,1551544525056,"What am I putting into my body?
Some good ass chicken strips, mm yess mama",0.0,3,False,
1370,anniefairall,1551544525058,That girl is 10000% a Leo,0.0,0,False,
1371,barr,1551544525060,I knew who the vegans were before they separated lmao typical vegans,0.0,0,False,
1372,barr,1551544525062,I don't think the vegan female knows the difference between eating healthy and being a vegan,0.0,0,False,
1373,Disappointed spøøky,1551544525064,The girl with the beanie and blonde hair is very patronising,0.0,0,False,
1374,Pharah,1551544525066,The communist vegan girl has a really Punchable face,0.0,0,False,
1375,Dusty Johnson,1551544525068,3:39 Aubrey lol,0.0,2,False,
1376,Tara Chrisp,1551544525070,"That girl is so annoying, like I can’t stand it like chill",0.0,0,False,
1377,"Can i get 1,000 subs with no videos?",1551544525072,Vegans are soft af,0.0,0,False,
1378,Tomas Vasquez Lozano,1551544525074,I love this episode and the people in it,0.0,0,False,
1379,ΞΞΞ ΘΘΘ,1551544525087,The reason why there are not so many stores with healthy food in the hood is becouse them nibbas want some fried chicken when they have the munchies,0.0,1,False,
1380,Super64,1551544525995,These vegans single handedly prevented so many people from even considering being vegan.,0.0,0,False,
1381,Charlotte Pettipher,1551544525998,the girl with the braids is precisely why people get pissed off at vegans,0.0,0,False,
1382,Tristan Benouari,1551544526003,It is so hard to guess who is vegan and who is not in this video lmao,0.0,0,False,
1383,James Mathers,1551544526005,"Mind your own business and let people do what they want as long as it's legal. Killing animals is not murder, it's not illegal unless they are endangered species. Selling animals is not human trafficking. I don't classify chicken,pig and cow as animals,I classify them as food. Like they have had their DNA tampered to produce more meat. They are born to be eaten .",0.0,0,False,
1384,Eliseo Martinez,1551544526006,The vegan girl is the worst person ever she’s over here thinking she’s stating facts and saying communism is great because of distribution. Everyone thinks socialism is great until they are getting their money taken away and getting distributed to people doing less work then them,0.0,0,False,
1385,Nero,1551544526008,The woman is so cringy,0.0,0,False,
1386,Sarah Ward,1551544526010,I wanna go vegan when i go to college but that girl and save the mountain lions guy are making me think twice,1.0,0,False,
1387,ShortBumBum,1551544526011,The girl is not at all answering the questions that are being asked,0.0,44,False,
1388,myblue skeyes,1551544526013,I'm vegan and previously vegetarian and it's low-key embarrassing when there are annoying vegans preaching to everyone and just putting a stereotype on us,1.0,0,False,
1389,Christina Hirn,1551544526015,Am I the only one who thought of flies when the question about killing animals came up?,0.0,0,False,
1390,TerrariaMLGplayer,1551544526016,The only vegans I like are who don't like the taste of meat and nothing else smh.,0.0,0,False,
1391,Randimised Wilson,1551544526018,I didnt nees the pools of light i could already tell who was vegan,0.0,0,False,
1392,Natalia Water-Fairy,1551544526020,Meat eaters have never seen a slaughter house,0.0,3,True,
1393,LilNotorEus,1551544526023,Why do all vegans look like weirdos I was vegan for a bit but at least I look normal!!😂🤣🤣,1.0,5,True,
1394,Ela Rabie,1551544526025,"I am not vegan but I have such huge respect for them and their determination, but that girl needs to calm tf down. She was so disrespectful and people like her are the reason why people call vegans insane smh.",0.0,0,True,
1395,Ghabrielle Slater,1551544526027,"For the past week I've tried being a vegetarian. So far i like it and i have my own rules to it like I'm okay with honey and a few other things but that vegan girl scared me. Like yes, i may think that what I'm doing is better because I'm not killing animals but that doesn't make me a better person because I could still be a shitty person but a shitty person who doesn't eat anything from animals... all my life I've been told vegans and vegetarians are a joke but I'd like to live that lifestyle because less animals getting killed is a good thing to me. But eating meat is still a valid option because what you eat or don't eat doesn't define who you are.",1.0,1,False,
1396,Percival Menacho Segovia,1551544526029,braid girl is completely out of it,0.0,1,True,
1397,JAYKIK AK,1551544526031,Humans are not animals dumbfuck,0.0,1,False,
1398,Santiagø Møriarty,1551544526033,The vegans arrived offended,0.0,0,False,
1399,Santiagø Møriarty,1551544526035,The vegans look vegans lol,0.0,0,False,
1400,Jango,1551544527008,"If our ancestors our ate meat, it's ok for me",0.0,6,True,
1401,Liv,1551544527011,Canadians VS Americans,0.0,0,False,
1402,I love My Car,1551544527013,I honestly can’t stand vegans that shove their ideals down your throat,0.0,1,True,
1403,Delaney Magruder,1551544527015,dude i’ve been vegetarian for 4 years and this made me hate vegans lmao,1.0,0,True,
1404,Analogy S,1551544527017,Humans are made to eat meat,0.0,0,True,
1405,Ariadna Gaytan,1551544527020,The girl is annoying too,0.0,0,False,
1406,Ariadna Gaytan,1551544527021,For this video middle ground would be someone who eats a BALANCED omnivore diet,0.0,0,False,
1407,Hakuraita,1551544527023,"A burger is to die for. Exchanging that for a bag of lentils makes you want to not live anymore. 

Also, lol at the ""Capitalism is the problem"" comment.",0.0,0,False,
1408,Hakuraita,1551544527025,"An animal I know and love threatens another human being I have no relation to.

I take my animal's side. Because my animal is worth more to me.",0.0,0,False,
1409,Hakuraita,1551544527026,Everytime a vegan speaks? An angel eats a steak.,0.0,0,False,
1410,trinity _wood,1551544527028,ok i was thinking about being vegetarian but they’re annoying so no thanks,0.0,0,True,
1411,Žarko The Wolf,1551544527030,Between the vegans only the black dude is a normal guy!!! xD xD These other two are definitely nuts! xD,0.0,0,False,
1412,This is Me,1551544527032,i’ve always wanted to go vegan,1.0,1,True,
1413,sam knapper,1551544527034,and these people are the reason vegans have a bad name.,0.0,112,False,
1414,deniece,1551544527036,the vegans won that one,0.0,0,False,
1415,Leery ‘,1551544527038,Just will say I hate all extra vegans like the girl I have no Problem with most but if you have to be extra with it F off,0.0,0,False,
1416,Jamie Donaghue,1551544527039,"To me, veganism is great if you want to lose weight without going to the gym. As far as meat eaters. Rinse and repeat.",0.0,3,False,
1417,Briddy Hll,1551544527041,that girl.  I could not drink that much. she is not even a bagger yuk.,0.0,0,False,
1418,Briddy Hll,1551544527043,why do you vegans and vegetarians say you love animals but you are pigging out on the animal's food. put that lettuce back a rabbit will have that,0.0,0,False,
1419,Aerin Hills,1551544527054,Aubrey's entire posture is just disgusting she seems so angry on the inside,0.0,0,False,
1420,Rachel Green,1551544528174,"“I’m running in I have so much to say!”
Um no plz no",0.0,2,False,
1421,Summer and Fairies,1551544528176,"Umpopular opinion: I like the girl, a lot :)",0.0,0,False,
1422,Jamess,1551544528178,Those two vegans with the hats are two of the most punchable people I’ve ever seen,0.0,0,False,
1423,Sobii.,1551544528180,It took her all of 7 seconds into the first question to proclaim that shes a vegan,0.0,0,False,
